kind,implementation,memory,size,offset,cycles,iterations
range,word,dtcm,192,1,86024,512
range,word_unaligned,dtcm,192,1,63496,512
range,mve,dtcm,192,1,30728,512
range,current,dtcm,192,3,299016,512
range,byte,dtcm,192,3,149512,512
range,word,dtcm,192,3,86024,512
range,word_unaligned,dtcm,192,3,63496,512
range,mve,dtcm,192,3,30728,512
range,current,dtcm,192,15,299016,512
range,byte,dtcm,192,15,149512,512
range,word,dtcm,192,15,94216,512
range,word_unaligned,dtcm,192,15,69640,512
range,mve,dtcm,192,15,31752,512
range,current,dtcm,256,0,354312,512
range,byte,dtcm,256,0,182280,512
range,word,dtcm,256,0,96264,512
range,word_unaligned,dtcm,256,0,73736,512
range,mve,dtcm,256,0,30728,512
range,current,dtcm,256,1,360456,512
range,byte,dtcm,256,1,186376,512
range,word,dtcm,256,1,94216,512
range,word_unaligned,dtcm,256,1,71688,512
range,mve,dtcm,256,1,38408,512
range,current,dtcm,256,3,360456,512
range,byte,dtcm,256,3,186376,512
range,word,dtcm,256,3,94216,512
range,word_unaligned,dtcm,256,3,71688,512
range,mve,dtcm,256,3,38408,512
range,current,dtcm,256,15,360456,512
range,byte,dtcm,256,15,186376,512
range,word,dtcm,256,15,102408,512
range,word_unaligned,dtcm,256,15,79880,512
range,mve,dtcm,256,15,39944,512
range,current,dtcm,384,0,477192,512
range,byte,dtcm,384,0,256008,512
range,word,dtcm,384,0,112648,512
range,word_unaligned,dtcm,384,0,92168,512
range,mve,dtcm,384,0,38408,512
range,current,dtcm,384,1,483336,512
range,byte,dtcm,384,1,260104,512
range,word,dtcm,384,1,110600,512
range,word_unaligned,dtcm,384,1,90120,512
range,mve,dtcm,384,1,46088,512
range,current,dtcm,384,3,483336,512
range,byte,dtcm,384,3,260104,512
range,word,dtcm,384,3,110600,512
range,word_unaligned,dtcm,384,3,90120,512
range,mve,dtcm,384,3,46088,512
range,current,dtcm,384,15,483336,512
range,byte,dtcm,384,15,260104,512
range,word,dtcm,384,15,118792,512
range,word_unaligned,dtcm,384,15,102408,512
range,mve,dtcm,384,15,48136,512
range,current,dtcm,512,0,600072,512
range,byte,dtcm,512,0,329736,512
range,word,dtcm,512,0,129032,512
range,word_unaligned,dtcm,512,0,110600,512
range,mve,dtcm,512,0,46088,512
range,current,dtcm,512,1,606216,512
range,byte,dtcm,512,1,333832,512
range,word,dtcm,512,1,126984,512
range,word_unaligned,dtcm,512,1,108552,512
range,mve,dtcm,512,1,53768,512
range,current,dtcm,512,3,606216,512
range,byte,dtcm,512,3,333832,512
range,word,dtcm,512,3,126984,512
range,word_unaligned,dtcm,512,3,108552,512
range,mve,dtcm,512,3,53768,512
range,current,dtcm,512,15,606216,512
range,byte,dtcm,512,15,333832,512
range,word,dtcm,512,15,135176,512
range,word_unaligned,dtcm,512,15,124936,512
range,mve,dtcm,512,15,56328,512
range,current,dtcm,768,0,845832,512
range,byte,dtcm,768,0,477192,512
range,word,dtcm,768,0,161800,512
range,word_unaligned,dtcm,768,0,147464,512
range,mve,dtcm,768,0,61448,512
range,current,dtcm,768,1,851976,512
range,byte,dtcm,768,1,481288,512
range,word,dtcm,768,1,159752,512
range,word_unaligned,dtcm,768,1,145416,512
range,mve,dtcm,768,1,69128,512
range,current,dtcm,768,3,851976,512
range,byte,dtcm,768,3,481288,512
range,word,dtcm,768,3,159752,512
range,word_unaligned,dtcm,768,3,145416,512
range,mve,dtcm,768,3,69128,512
range,current,dtcm,768,15,851976,512
range,byte,dtcm,768,15,481288,512
range,word,dtcm,768,15,167944,512
range,word_unaligned,dtcm,768,15,169992,512
range,mve,dtcm,768,15,72712,512
range,current,dtcm,1024,0,1091592,512
range,byte,dtcm,1024,0,624648,512
range,word,dtcm,1024,0,194568,512
range,word_unaligned,dtcm,1024,0,184328,512
range,mve,dtcm,1024,0,76808,512
range,current,dtcm,1024,1,1097738,512
range,byte,dtcm,1024,1,628744,512
range,word,dtcm,1024,1,192520,512
range,word_unaligned,dtcm,1024,1,182280,512
range,mve,dtcm,1024,1,84488,512
range,current,dtcm,1024,3,1097738,512
range,byte,dtcm,1024,3,628744,512
range,word,dtcm,1024,3,192520,512
range,word_unaligned,dtcm,1024,3,182280,512
range,mve,dtcm,1024,3,84488,512
range,current,dtcm,1024,15,1097738,512
range,byte,dtcm,1024,15,628744,512
range,word,dtcm,1024,15,200712,512
range,word_unaligned,dtcm,1024,15,215048,512
range,mve,dtcm,1024,15,89096,512
range,current,dtcm,2048,0,2074632,512
range,byte,dtcm,2048,0,1214472,512
range,word,dtcm,2048,0,325640,512
range,word_unaligned,dtcm,2048,0,331784,512
range,mve,dtcm,2048,0,138248,512
range,current,dtcm,2048,1,2080776,512
range,byte,dtcm,2048,1,1218570,512
range,word,dtcm,2048,1,323592,512
range,word_unaligned,dtcm,2048,1,329736,512
range,mve,dtcm,2048,1,145928,512
range,current,dtcm,2048,3,2080778,512
range,byte,dtcm,2048,3,1218570,512
range,word,dtcm,2048,3,323592,512
range,word_unaligned,dtcm,2048,3,329736,512
range,mve,dtcm,2048,3,145928,512
range,current,dtcm,2048,15,2080776,512
range,byte,dtcm,2048,15,1218570,512
range,word,dtcm,2048,15,331784,512
range,word_unaligned,dtcm,2048,15,395272,512
range,mve,dtcm,2048,15,154632,512
range,current,dtcm,4096,0,4040712,512
range,byte,dtcm,4096,0,2394120,512
range,word,dtcm,4096,0,587784,512
range,word_unaligned,dtcm,4096,0,626696,512
range,mve,dtcm,4096,0,261128,512
range,current,dtcm,4096,1,4046856,512
range,byte,dtcm,4096,1,2398218,512
range,word,dtcm,4096,1,585736,512
range,word_unaligned,dtcm,4096,1,624648,512
range,mve,dtcm,4096,1,268808,512
range,current,dtcm,4096,3,4046856,512
range,byte,dtcm,4096,3,2398218,512
range,word,dtcm,4096,3,585736,512
range,word_unaligned,dtcm,4096,3,624648,512
range,mve,dtcm,4096,3,268808,512
range,current,dtcm,4096,15,4046856,512
range,byte,dtcm,4096,15,2398218,512
range,word,dtcm,4096,15,593928,512
range,word_unaligned,dtcm,4096,15,755720,512
range,mve,dtcm,4096,15,285704,512
svc,empty,fp_inactive,0,0,394,1
svc,byte,fp_inactive,4,0,469,1
svc,word,fp_inactive,4,0,469,1
svc,word_unaligned,fp_inactive,4,0,469,1
svc,mve,fp_inactive,4,0,469,1
svc,byte,fp_inactive,16,0,565,1
svc,word,fp_inactive,16,0,485,1
svc,word_unaligned,fp_inactive,16,0,473,1
svc,mve,fp_inactive,16,0,469,1
svc,byte,fp_inactive,64,0,949,1
svc,word,fp_inactive,64,0,581,1
svc,word_unaligned,fp_inactive,64,0,569,1
svc,mve,fp_inactive,64,0,493,1
svc,byte,fp_inactive,256,0,2485,1
svc,word,fp_inactive,256,0,965,1
svc,word_unaligned,fp_inactive,256,0,953,1
svc,mve,fp_inactive,256,0,661,1
svc_range,current,fp_inactive,32,0,645,1
svc_range,byte,fp_inactive,32,0,477,1
svc_range,word,fp_inactive,32,0,505,1
svc_range,word_unaligned,fp_inactive,32,0,469,1
svc_range,mve,fp_inactive,32,0,417,1
svc_range,current,fp_inactive,64,0,705,1
svc_range,byte,fp_inactive,64,0,513,1
svc_range,word,fp_inactive,64,0,513,1
svc_range,word_unaligned,fp_inactive,64,0,469,1
svc_range,mve,fp_inactive,64,0,417,1
svc_range,current,fp_inactive,128,0,825,1
svc_range,byte,fp_inactive,128,0,585,1
svc_range,word,fp_inactive,128,0,529,1
svc_range,word_unaligned,fp_inactive,128,0,481,1
svc_range,mve,fp_inactive,128,0,417,1
svc_range,current,fp_inactive,256,0,1065,1
svc_range,byte,fp_inactive,256,0,729,1
svc_range,word,fp_inactive,256,0,561,1
svc_range,word_unaligned,fp_inactive,256,0,517,1
svc_range,mve,fp_inactive,256,0,433,1
svc_range,current,fp_inactive,512,0,1545,1
svc_range,byte,fp_inactive,512,0,1017,1
svc_range,word,fp_inactive,512,0,625,1
svc_range,word_unaligned,fp_inactive,512,0,589,1
svc_range,mve,fp_inactive,512,0,465,1
svc_range,current,fp_inactive,1024,0,2505,1
svc_range,byte,fp_inactive,1024,0,1593,1
svc_range,word,fp_inactive,1024,0,753,1
svc_range,word_unaligned,fp_inactive,1024,0,733,1
svc_range,mve,fp_inactive,1024,0,525,1
svc_range,current,fp_inactive,1536,0,3465,1
svc_range,byte,fp_inactive,1536,0,2169,1
svc_range,word,fp_inactive,1536,0,881,1
svc_range,word_unaligned,fp_inactive,1536,0,877,1
svc_range,mve,fp_inactive,1536,0,585,1
svc_range,current,fp_inactive,2048,0,4425,1
svc_range,byte,fp_inactive,2048,0,2745,1
svc_range,word,fp_inactive,2048,0,1009,1
svc_range,word_unaligned,fp_inactive,2048,0,1021,1
svc_range,mve,fp_inactive,2048,0,645,1
svc_range,current,fp_inactive,3072,0,6345,1
svc_range,byte,fp_inactive,3072,0,3897,1
svc_range,word,fp_inactive,3072,0,1265,1
svc_range,word_unaligned,fp_inactive,3072,0,1309,1
svc_range,mve,fp_inactive,3072,0,765,1
svc_range,current,fp_inactive,4096,0,8265,1
svc_range,byte,fp_inactive,4096,0,5049,1
svc_range,word,fp_inactive,4096,0,1521,1
svc_range,word_unaligned,fp_inactive,4096,0,1597,1
svc_range,mve,fp_inactive,4096,0,885,1
svc,empty,fp_active,0,0,394,1
svc,byte,fp_active,4,0,470,1
svc,word,fp_active,4,0,470,1
svc,word_unaligned,fp_active,4,0,470,1
svc,mve,fp_active,4,0,765,1
svc,byte,fp_active,16,0,566,1
svc,word,fp_active,16,0,486,1
svc,word_unaligned,fp_active,16,0,474,1
svc,mve,fp_active,16,0,765,1
svc,byte,fp_active,64,0,950,1
svc,word,fp_active,64,0,582,1
svc,word_unaligned,fp_active,64,0,570,1
svc,mve,fp_active,64,0,805,1
svc,byte,fp_active,256,0,2486,1
svc,word,fp_active,256,0,966,1
svc,word_unaligned,fp_active,256,0,954,1
svc,mve,fp_active,256,0,969,1
svc_range,current,fp_active,32,0,646,1
svc_range,byte,fp_active,32,0,478,1
svc_range,word,fp_active,32,0,506,1
svc_range,word_unaligned,fp_active,32,0,470,1
svc_range,mve,fp_active,32,0,733,1
svc_range,current,fp_active,64,0,706,1
svc_range,byte,fp_active,64,0,514,1
svc_range,word,fp_active,64,0,514,1
svc_range,word_unaligned,fp_active,64,0,470,1
svc_range,mve,fp_active,64,0,733,1
svc_range,current,fp_active,128,0,826,1
svc_range,byte,fp_active,128,0,586,1
svc_range,word,fp_active,128,0,530,1
svc_range,word_unaligned,fp_active,128,0,482,1
svc_range,mve,fp_active,128,0,733,1
svc_range,current,fp_active,256,0,1066,1
svc_range,byte,fp_active,256,0,730,1
svc_range,word,fp_active,256,0,562,1
svc_range,word_unaligned,fp_active,256,0,518,1
svc_range,mve,fp_active,256,0,753,1
svc_range,current,fp_active,512,0,1546,1
svc_range,byte,fp_active,512,0,1018,1
svc_range,word,fp_active,512,0,626,1
svc_range,word_unaligned,fp_active,512,0,590,1
svc_range,mve,fp_active,512,0,769,1
svc_range,current,fp_active,1024,0,2506,1
svc_range,byte,fp_active,1024,0,1594,1
svc_range,word,fp_active,1024,0,754,1
svc_range,word_unaligned,fp_active,1024,0,734,1
svc_range,mve,fp_active,1024,0,829,1
svc_range,current,fp_active,1536,0,3466,1
svc_range,byte,fp_active,1536,0,2170,1
svc_range,word,fp_active,1536,0,882,1
svc_range,word_unaligned,fp_active,1536,0,878,1
svc_range,mve,fp_active,1536,0,889,1
svc_range,current,fp_active,2048,0,4426,1
svc_range,byte,fp_active,2048,0,2746,1
svc_range,word,fp_active,2048,0,1010,1
svc_range,word_unaligned,fp_active,2048,0,1022,1
svc_range,mve,fp_active,2048,0,949,1
svc_range,current,fp_active,3072,0,6346,1
svc_range,byte,fp_active,3072,0,3898,1
svc_range,word,fp_active,3072,0,1266,1
svc_range,word_unaligned,fp_active,3072,0,1310,1
svc_range,mve,fp_active,3072,0,1069,1
svc_range,current,fp_active,4096,0,8266,1
svc_range,byte,fp_active,4096,0,5050,1
svc_range,word,fp_active,4096,0,1522,1
svc_range,word_unaligned,fp_active,4096,0,1598,1
svc_range,mve,fp_active,4096,0,1189,1
